Parameter,Value at tick 1,Value at tick 2,Value at tick 3,Value at tick 4,Value at tick 5,Value at tick 6,Value at tick 7,Value at tick 8,Value at tick 9,Value at tick 10,Value at tick 11,Value at tick 12,Value at tick 13,Value at tick 14,Value at tick 15,Value at tick 16,Value at tick 17,Value at tick 18,Value at tick 19,Value at tick 20,Value at tick 21,Value at tick 22,Value at tick 23,Value at tick 24,Value at tick 25,Value at tick 26,Value at tick 27,Value at tick 28,Value at tick 29,Value at tick 30,Value at tick 31,Value at tick 32,Value at tick 33,Value at tick 34,Value at tick 35,Value at tick 36,Value at tick 37,Value at tick 38,Value at tick 39,Value at tick 40,Value at tick 41,Value at tick 42,Value at tick 43,Value at tick 44,Value at tick 45,Value at tick 46,Value at tick 47,Value at tick 48,Value at tick 49,Value at tick 50,Value at tick 51,Value at tick 52,Value at tick 53,Value at tick 54,Value at tick 55,Value at tick 56,Value at tick 57,Value at tick 58
roi_stats_cpu_1_cumulative_ipc_instructions,192403,266019,306829,476829,672978,862323,1053743,1238908,1431148,1620854,0,0,2143846,2261390,2371952,2565608,2759451,2948922,3138564,3327538,3516078,3708315,3901646,0,84,0,8351,0,31681,30890,0,0,0,0,0,0.163666,0.0881688,0.0831494,0.0901371,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,8
roi_stats_cpu_1_cumulative_ipc_cycles,100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,0,9.08333,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,0,127,0,10,0,31626,30828,0,0,0,0,0,60.1763,197.174,193.89,180.726,16519,17399,17291,16963,13551,0,0,0,0,0,0,1,0,0,0,0,0,0,0
roi_stats_cpu1_dtlb_total_access,34121,13506,9534,29172,33155,32372,32586,31776,32629,32240,0,15852,24165,19617,18141,32821,32916,32450,32454,32446,32239,32604,32652,0,50,63,0,0,55,62,0,0,0,0,0,0,0,0,0,16519,17399,17291,16963,13547,0,0,0,0,0,0,1,0,0,0,0,0,0,0
roi_stats_cpu1_dtlb_total_access_hit,33986,13451,9361,29087,33151,32343,32564,31736,32611,32216,0,15852,24016,19342,17874,32805,32907,32420,32419,32408,32202,32593,32647,0,77,63,0,0,24444,23825,0,0,0,0,0,0.0017486,0,0,0,0,0,0,0,4,0,0,0,0,0,10.3333,0,0,0,0,0,0,11.2,0
roi_stats_cpu1_dtlb_total_access_miss,135,55,173,85,4,29,22,40,18,24,0,0,149,275,267,16,9,30,35,38,37,11,5,0,7,0,0,0,24390,23763,0,0,0,0,0,0.161921,0.0881706,0.0831511,0.0901389,0,0,0,0,0,177.633,0,0,0,0,3,0,0,0,0,0,0,6,0
roi_stats_cpu1_dtlb_load_access,18875,7602,6725,15523,17407,17172,17204,16877,17229,17100,0,15852,14924,15864,13685,17311,17360,17259,17228,17217,17183,17182,17244,0,0,58,0,0,54,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,8,0,0,0,3,0,0,0,0,0,0,6,0
roi_stats_cpu1_dtlb_load_access_hit,18820,7549,6563,15448,17404,17150,17186,16846,17215,17079,0,15852,14782,15601,13433,17299,17353,17235,17202,17189,17153,17171,17239,0,7,58,0,0,7237,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_dtlb_load_access_miss,55,53,162,75,3,22,18,31,14,21,0,0,142,263,252,12,7,24,26,28,30,11,5,0,0,0,0,24,7236,7065,90,63,31,27,24545,0,0,0,0,0,0,0,0,0,80,0,0,-n,-n,3,0,-n,-n,-n,-n,-n,5,0
roi_stats_cpu1_dtlb_rfo__access,15246,5904,2809,13649,15748,15200,15382,14899,15400,15140,0,0,9241,3753,4456,15510,15556,15191,15226,15229,15056,15422,15408,0,0,0,220,24,1,0,90,63,31,27,24544,96.5869,98.0705,98.1335,97.8787,0,0,0,0,0,97,0,0,5759,5623,3,0,5606,4010,4014,3187,3633,5,0
roi_stats_cpu1_dtlb_rfo__access_hit,15166,5902,2798,13639,15747,15193,15378,14890,15396,15137,0,0,9234,3741,4441,15506,15554,15185,15217,15219,15049,15422,15408,8.625,0,0,36,0,0,0,0,0,0,0,1,0.164595,0.0887311,0.0832119,0.0895735,0,0,0,0,0,25,0,0,5759,5623,0,0,5606,4010,4014,3187,3633,0,0
roi_stats_cpu1_dtlb_rfo__access_miss,80,2,11,10,1,7,4,9,4,3,0,0,7,12,15,4,2,6,9,10,7,0,0,15819,5,0,184,23,0,0,89,62,28,25,24545,59.5611,194.227,192.906,179.809,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_dtlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15819,5,0,189,23,0,0,89,62,28,25,24544,0,0,0,0,0,0,0,0,0,8,0,0,5759,5623,0,0,5606,4010,4014,3187,3633,0,0
roi_stats_cpu1_dtlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0.00174915,0,0,0,0,0,0,0,0,0,0,0,5759,5623,0,0,5606,4010,4014,3187,3633,0,0
roi_stats_cpu1_dtlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15819,0,0,175,1,0,0,1,1,3,2,0,0.162846,0.0887311,0.0832119,0.0895736,6979,6133,6560,6587,5309,8,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_dtlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15819,0,5,10,1,0,0,1,1,3,2,0,0,0,0,0,6979,6133,6560,6587,5293,0,0,0,0,0,0,0,0,0,0,0,0,0,668.843
roi_stats_cpu1_dtlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9273,9164,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,195.324,10.8571,0,0,0,0,0,0,0,0,0,0,1.70701
roi_stats_cpu1_dtlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9273,9164,0,0,0,0,0,0,0,0,0,6979,6133,6560,6587,5309,0,68,111,0,0,0,0,0,0,0,0,0,1,9729980
roi_stats_cpu1_dtlb_translation_access,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6813,0,0,0,0,0,0,0,0,0,0,0,0,0,6979,6133,6560,6587,5293,14,0,102,0,0,0,0,0,0,0,0,0,1,5700000
roi_stats_cpu1_dtlb_translation_access_hit,0,0,0,0,0,0,0,0,0,0,6299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4371375,0,0,9273,9164,0,0,0,0,0,1.65538,1.66382,1.67139,1.67877,0,0,0,0,16,14,68,9,0,0,0,0,0,0,0,0,0,0,21994
roi_stats_cpu1_dtlb_translation_access_miss,0,0,0,0,0,0,0,0,0,0,6299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,0,0,9273,9164,0,0,0,0,0,5959360,6156141,6351280,6547205,0,0,0,0,0,0,68,101,0,0,0,184,0,0,0,0,0,0,21750
roi_stats_cpu1_dtlb_prefetch_requested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.238,20506,18,0,0,0,0,0,0,0,0,3600000,3700000,3800000,3900000,0,0,0,0,0,1,0,94,0,0,0,1,0,0,0,0,0,0,244
roi_stats_cpu1_dtlb_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,6299,0,0,0,0,0,0,0,0,0,0,0,0,0,84,20330,18,0,0,0,0,0,0,0,0,35448,35059,34822,35012,0,0,0,0,0,1,68,7,0,0,0,0,0,0,0,0,0,0,15290
roi_stats_cpu1_dtlb_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,6299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,41311,0,0,40622,41264,40994,39350,38,35440,35045,34796,34991,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,15080
roi_stats_cpu1_dtlb_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,16762,184,41308,0,0,40620,41260,40991,39345,38,8,14,26,21,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,210
roi_stats_cpu1_dtlb_average_miss_latency,22.6148,189.873,75.6647,26.0824,9.5,15.9655,28.2727,29.6,20.0556,17.2083,0,-n,26.953,17.8618,22.8727,8.6875,8.77778,8.7,8.65714,8.68421,8.89189,8.45455,8.6,0,77,16614,0,3,0,0,2,4,3,5,0,18691,18535,18495,18592,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6704
roi_stats_cpu1_itlb_total_access,16780,7423,2958,14178,15873,15119,15763,14757,15704,16263,0,6484,10233,9526,11949,15961,15829,15580,15550,15500,15650,16234,16029,0,0,148,184,28777,0,0,27590,28245,27986,27145,37,18684,18521,18470,18575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6670
roi_stats_cpu1_itlb_total_access_hit,16780,7411,2947,14177,15873,15119,15763,14757,15704,16263,0,6484,10228,9520,11948,15961,15829,15580,15550,15500,15650,16234,16029,0,77,3744,175,28774,0,0,27588,28241,27983,27140,37,7,14,25,17,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,-n,34
roi_stats_cpu1_itlb_total_access_miss,0,12,11,1,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,7,3716,0,3,0,0,2,4,3,5,0,16757,16524,16327,16420,0,0,0,0,0,187.162,0,0,0,0,1.70574,0,0,0,0,0,0,1.73576,0
roi_stats_cpu1_itlb_load_access,16780,7423,2958,14178,15873,15119,15763,14757,15704,16263,0,6484,10233,9526,11949,15961,15829,15580,15550,15500,15650,16234,16029,0,0,28,175,12534,0,0,13032,13019,13008,12205,1,16756,16524,16326,16416,24,13,10,17,216,80,0,0,0,0,8358106,0,0,0,0,0,0,9720279,0
roi_stats_cpu1_itlb_load_access_hit,16780,7411,2947,14177,15873,15119,15763,14757,15704,16263,0,6484,10228,9520,11948,15961,15829,15580,15550,15500,15650,16234,16029,0,7,0,9,12534,0,0,13032,13019,13008,12205,1,1,0,1,4,24,13,10,17,201,0,0,0,0,0,4900000,0,0,0,0,0,0,5600000,0
roi_stats_cpu1_itlb_load_access_miss,0,12,11,1,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24844,24119,0,0,0,0,0,0,0,0,0,0,0,0,0,15,80,0,0,-n,-n,36496,0,-n,-n,-n,-n,-n,23615,0
roi_stats_cpu1_itlb_rfo__access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_rfo__access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.556,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60502,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_translation_access,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60433,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_translation_access_hit,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_translation_access_miss,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21857,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_prefetch_requested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21802,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38636,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38623,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_itlb_average_miss_latency,-n,217.5,198.364,9,0,-n,-n,-n,-n,-n,0,0,8.8,78,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_l1i_total_access,5059,1441,4671,5868,0,7110,6416,6992,6618,5697,0,0,5163,5654,4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_l1i_total_access_hit,5059,1314,4549,5851,0,7110,6416,6992,6618,5697,0,0,5105,5624,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_l1i_total_access_miss,0,127,122,17,0,0,0,0,0,0,0,0,58,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_l1i_load_access,5059,1441,4671,5868,0,7110,6416,6992,6618,5697,0,0,5163,5654,4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_l1i_load_access_hit,5059,1314,4549,5851,0,7110,6416,6992,6618,5697,0,0,5105,5624,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_l1i_load_access_miss,0,127,122,17,17,0,0,0,0,0,0,0,58,30,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_l1i_rfo__access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,24844,24119,0,0,0,0,0,0,0,0,0,24,13,10,17,188,72,0,9,18,47,36454,0,29,41,26,23,24,23387,0
roi_stats_cpu1_l1i_rfo__access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,10,17,174,0,0,8,18,47,42,0,29,41,26,23,24,228,0
roi_stats_cpu1_l1i_rfo__access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,24844,24119,0,0,0,0,0,0,0,0,0,0,0,0,0,14,72,0,1,0,0,20151,0,0,0,0,0,0,15909,0
roi_stats_cpu1_l1i_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,24844,24119,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,0,16,41,20116,0,26,37,26,23,24,15711,0
roi_stats_cpu1_l1i_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,16,41,35,0,26,37,26,23,24,198,0
roi_stats_cpu1_l1i_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,17075,16300,16840,16538,0,0,0,0,1,8,0,0,0,0,16345,0,0,0,0,0,0,7706,0
roi_stats_cpu1_l1i_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,2,4,3,5,39423,17075,16300,16840,16538,0,0,0,0,0,0,0,0,2,6,16338,0,3,4,0,0,0,7676,0
roi_stats_cpu1_l1i_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65281,2,0,0,2,4,3,5,39417,0,0,0,0,0,0,0,0,0,0,812.441,157.638,2,6,7,0,3,4,0,0,0,30,0
roi_stats_cpu1_l1i_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4462597,1,0,0,0,0,0,0,6,17075,16300,16840,16538,0,0,0,0,0,0,1.67947,90,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_l1i_translation_access,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000,3,0,0,2,4,3,5,26915,17075,16300,16840,16538,0,0,0,0,0,0,7557612,37,0,0,0,0,0,0,0,0,0,0,14.791
roi_stats_cpu1_l1i_translation_access_hit,0,0,0,0,0,0,0,0,0,0,62541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20223,2,0,0,2,4,3,5,26909,0,0,0,0,0,0,0,0,0,0,4500000,53,0,0,0,0,0,0,0,0,0,0,13639
roi_stats_cpu1_l1i_translation_access_miss,0,0,0,0,0,0,0,0,0,0,62541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.267,20079,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19044,69,0,0,0,163,0,0,0,0,0,0,13635
roi_stats_cpu1_l1i_prefetch_requested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.869,14263,144,0,0,0,0,0,0,0,12508,0,0,0,0,62835,63105,64143,62510,34118,0,18789,24,0,0,0,1.71288,0,0,0,0,0,0,4
roi_stats_cpu1_l1i_prefetch_requested_issued,0,0,0,0,0,0,0,0,0,0,21301,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67761,14263,15226,0,0,0,0,0,0,0,12508,0,0,0,0,62833,63103,64141,62507,34021,0,255,45,0,0,0,8564424,0,0,0,0,0,0,13639
roi_stats_cpu1_l1i_prefetch_requested_useful,0,0,0,0,0,0,0,0,0,0,21301,0,0,0,0,0,0,0,0,0,0,0,0,0,4194016,0,15093,0,55,62,0,0,0,0,0,0,0,0,0,2,2,2,3,97,0,15386,13,0,0,0,5000000,0,0,0,0,0,0,13635
roi_stats_cpu1_l1i_prefetch_requested_useless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,14263,133,0,55,62,0,0,0,0,0,0,0,0,0,21698,21672,21842,21626,15098,0,15157,5,0,0,0,36925,0,0,0,0,0,0,4
roi_stats_cpu1_l1i_average_miss_latency,-n,250.268,258.369,42.7059,-n,-n,-n,-n,-n,-n,41240,-n,124.241,74.7,10.4545,-n,-n,-n,-n,-n,-n,-n,-n,0,19663,14263,4997,0,0,0,0,0,0,0,0,0,0,0,0,21696,21670,21840,21623,15010,0,229,8,0,0,0,36886,0,0,0,0,0,0,0
roi_stats_cpu1_stlb_total_access,135,67,184,86,6716,29,22,40,18,24,41240,12,154,281,268,6421,6595,6468,6624,6534,6436,5994,6214,0,19236,0,4986,0,54,62,0,0,0,0,0,0,0,0,0,2,2,2,3,88,0,3658,0,0,0,0,39,0,0,0,0,0,0,0
roi_stats_cpu1_stlb_total_access_hit,126,8,125,79,6716,28,20,36,17,23,0,12,141,267,250,6420,6595,6468,6624,6534,6436,5994,6214,0,427,0,11,0,54,62,0,0,0,0,0,0,0,0,0,41137,41433,42301,40884,19005,0,3632,0,0,0,0,20249,0,0,0,0,0,0,0
roi_stats_cpu1_stlb_total_access_miss,9,59,59,7,0,1,2,4,1,1,0,0,13,14,18,1,0,0,0,0,0,0,0,0,11618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41137,41433,42301,40884,18997,493.625,26,0,0,0,0,20214,0,0,0,0,0,0,0
roi_stats_cpu1_stlb_load_access,55,65,173,76,6716,22,18,31,14,21,0,12,147,269,253,6421,6595,6468,6624,6534,6436,5994,6214,0,11254,0,0,0,1,0,0,0,0,0,0,7088,7654,6738,7268,0,0,0,0,8,6,0,7,0,0,0,35,0,0,0,0,0,0,0
roi_stats_cpu1_stlb_load_access_hit,46,8,115,71,6716,21,16,27,13,20,0,12,136,256,237,6420,6595,6468,6624,6534,6436,5994,6214,0,364,0,0,1,1,0,1.64655,1.64397,1.64324,1.64109,7,7088,7654,6738,7268,0,0,0,0,0,234,0,7,0,0,8.78571,16676,0,0,0,0,0,15.2544,0
roi_stats_cpu1_stlb_load_access_miss,9,57,58,5,0,1,2,4,1,1,0,0,11,13,16,1,0,0,0,0,0,0,0,0,8045,0,0,0,0,0,5104309,5260703,5422688,5579705,5,0,0,0,0,0,0,0,0,0,3.85887,0,0,-n,-n,17788,16672,-n,-n,-n,-n,-n,14209,0
roi_stats_cpu1_stlb_rfo__access,80,2,11,10,0,7,4,9,4,3,0,0,7,12,15,0,0,0,0,0,0,0,0,0,7982,0,0,1,0,0,3100000,3200000,3300000,3400000,2,7088,7654,6738,7268,0,0,0,0,0,0,0,1,68930,66923,17788,4,67350,65373,67141,66220,66513,14205,0
roi_stats_cpu1_stlb_rfo__access_hit,80,0,10,8,0,7,4,9,4,3,0,0,5,11,13,0,0,0,0,0,0,0,0,-n,63,0,0,1,0,0,32976,32520,33434,32507,7,7088,7654,6738,7268,0,0,0,0,0,0,0,1,68926,66918,0,0,67349,65368,67136,66214,66508,4,0
roi_stats_cpu1_stlb_rfo__access_miss,0,2,1,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,60999,0,0,5896,0,0,0,32887,32460,33413,32477,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,17788,0,1,5,5,6,5,14209,0
roi_stats_cpu1_stlb_prefetch_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60996,0,0,5889,1,0,0,89,60,21,30,2,0,0,0,0,0,0,0,0,0,96.9089,0,0,24639,24057,17788,0,24258,23690,23844,23696,23787,14205,0
roi_stats_cpu1_stlb_prefetch_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,25146,24859,25801,25129,0,0,0,0,0,2,2,2,3,129,0.130398,0,0,24635,24052,0,0,24257,23685,23839,23690,23782,4,0
roi_stats_cpu1_stlb_prefetch_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21040,0,0,5896,0,0,0,25059,24801,25781,25102,0,0,0,0,0,2,2,2,3,49,79.3398,0,0,4,5,0,0,1,5,5,6,5,0,0
roi_stats_cpu1_stlb_writeback_access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21037,0,0,5889,0,41174,40105,87,58,20,27,0,0,0,0,0,0,0,0,0,80,0,0,0,44291,42866,0,0,43092,41683,43297,42524,42726,0,0
roi_stats_cpu1_stlb_writeback_access_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,41169,40105,7830,7661,7633,7378,0,0,0,0,0,2,2,2,3,104,0,0,190.547,44291,42866,0,0,43092,41683,43297,42524,42726,0,0
roi_stats_cpu1_stlb_writeback_access_miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39959,0,0,0,0,5,0,7828,7659,7632,7375,0,0,0,0,0,2,2,2,3,32,0.130402,0,53,0,0,0,0,0,0,0,0,0,0,0
roi_stats_cpu1_stlb_translation_access,0,0,0,0,0,0,0,0,0,0,-n,0,0,0,0,0,0,0,0,0,0,0,0,39959,0,0,0,0,28403,27628,2,2,1,3,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25
roi_stats_cpu1_stlb_translation_access_hit,0,0,0,0,0,0,0,0,0,0,1.69001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28398,27628,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18.1137,53,0,0,0,0,0,0,0,0,0,0,4952
